Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
Honda,C-Class,2.251057543,Electric,2010,31234,23287
Volkswagen,Altima,3.291900705,Petrol,2011,48922,24022
Tesla,Altima,1.412197631,Petrol,2008,193916,22821
Audi,Model 3,3.004556311,Hybrid,2012,40836,20298
Chevrolet,Model 3,4.054649492,Petrol,2018,160978,15876
Ford,C-Class,3.345997569,Electric,2012,182573,14472
Chevrolet,Model 3,1.776576093,Diesel,2009,115184,3995
Tesla,Civic,4.787387826,Petrol,2018,174719,6555
Honda,Fiesta,2.779510223,Hybrid,2013,33131,30196
Audi,Civic,4.580138331,Hybrid,2011,136999,7229
BMW,3 Series,4.861894555,Hybrid,2006,30992,2663
Chevrolet,3 Series,2.566226904,Electric,2016,144931,45386
BMW,Civic,3.808093605,Diesel,2007,151117,35068
Toyota,Civic,1.590987397,Hybrid,2003,80722,24813
Nissan,Cruze,1.650268,Petrol,2010,197091,44004
Ford,Altima,1.337631701,Diesel,2002,178646,1841
Honda,Civic,1.435579958,Petrol,2017,13945,17895
Volkswagen,Fiesta,1.703511749,Electric,2018,176776,43547
Mercedes-Benz,Model 3,4.368012034,Petrol,2014,152394,27575
Volkswagen,Cruze,4.364400707,Petrol,2006,30615,18098
Chevrolet,Model 3,2.670505898,Petrol,2015,199114,11115
Honda,A4,1.41251287,Petrol,2000,142730,22935
Tesla,Cruze,3.531351057,Petrol,2007,54971,38768
Mercedes-Benz,Civic,3.878094967,Diesel,2002,173084,35142
Ford,3 Series,1.777713027,Hybrid,2014,196310,42781
Tesla,Altima,4.368603228,Electric,2002,38410,38065
Toyota,Fiesta,4.72658839,Petrol,2017,107744,38311
Chevrolet,C-Class,3.563146762,Diesel,2009,152311,43799
Ford,Fiesta,3.02714424,Petrol,2008,123320,46403
Audi,Civic,3.446344503,Diesel,2017,133751,28255
Volkswagen,Cruze,4.256068872,Hybrid,2016,81931,1063
Ford,Civic,4.959481373,Petrol,2020,73738,47613
Ford,A4,2.30078929,Electric,2011,184560,43106
Tesla,A4,4.685307907,Petrol,2007,95747,21597
Honda,A4,1.074566784,Electric,2020,41382,34358
BMW,Altima,1.465514369,Electric,2014,38766,7655
BMW,Model 3,4.685303631,Electric,2011,8051,32218
Toyota,Altima,2.983752625,Hybrid,2015,87976,43868
Nissan,C-Class,2.93379682,Diesel,2014,181756,49558
Nissan,Golf,1.05388672,Diesel,2002,80589,48828
Tesla,C-Class,4.915304878,Petrol,2011,163110,3568
BMW,Golf,3.696230153,Hybrid,2011,156532,20405
Chevrolet,Corolla,1.247060353,Hybrid,2001,94267,22854
Tesla,C-Class,3.33591508,Petrol,2012,187307,28713
BMW,Model 3,2.151552807,Electric,2002,107100,15133
Honda,Golf,4.916266101,Diesel,2012,119664,5316
Chevrolet,Fiesta,4.156620282,Diesel,2022,45017,10137
Toyota,Cruze,4.043962812,Petrol,2002,198298,1259
Nissan,3 Series,1.513283915,Electric,2006,140953,24719
Tesla,Civic,1.978534564,Electric,2004,90296,2933
Volkswagen,Fiesta,1.138481821,Hybrid,2000,9242,26383
Ford,Altima,1.625171535,Hybrid,2014,70064,11212
Nissan,Fiesta,1.887093809,Diesel,2015,151458,19990
Volkswagen,Cruze,3.816670955,Hybrid,2012,46511,5386
Honda,Golf,2.686335435,Diesel,2020,141227,15908
Mercedes-Benz,Model 3,2.422263679,Hybrid,2013,185667,45585
Nissan,Cruze,4.925116804,Electric,2004,158304,11065
Mercedes-Benz,Civic,4.356173813,Diesel,2001,175780,28665
Ford,Cruze,1.18504245,Hybrid,2014,18684,48956
Audi,A4,4.442101229,Petrol,2002,162173,30269
Honda,Model 3,4.541598938,Petrol,2012,119443,39119
Tesla,C-Class,1.822041128,Electric,2017,140605,34767
Ford,Fiesta,1.155534043,Diesel,2008,174871,24928
Chevrolet,3 Series,4.905328454,Diesel,2014,20491,41143
Mercedes-Benz,Corolla,4.353458184,Hybrid,2003,73038,5497
Audi,A4,3.287514733,Diesel,2014,64498,4658
Mercedes-Benz,A4,3.258921585,Diesel,2011,154590,31544
Tesla,Model 3,2.911768903,Diesel,2020,77036,3660
Tesla,Cruze,3.535364468,Hybrid,2010,113812,9078
Nissan,3 Series,4.326327872,Electric,2003,192612,16674
Chevrolet,Altima,3.794831429,Hybrid,2008,113713,39453
Chevrolet,Altima,4.847795362,Petrol,2022,188453,1689
Audi,Civic,4.508831933,Diesel,2012,28282,29020
Honda,Corolla,3.201728265,Hybrid,2019,36041,49914
Mercedes-Benz,Civic,3.36944695,Electric,2017,22626,4343
Mercedes-Benz,Fiesta,2.281330526,Petrol,2002,161672,1812
Audi,Corolla,2.77505828,Hybrid,2002,120048,31379
Mercedes-Benz,Fiesta,4.731399234,Electric,2018,81722,3075
Volkswagen,Cruze,2.489734676,Hybrid,2018,128680,38894
Chevrolet,Corolla,1.551855302,Petrol,2005,16178,4252
Chevrolet,Civic,3.11655204,Hybrid,2007,4341,33626
Chevrolet,Civic,1.940790426,Petrol,2021,135953,15895
Audi,Golf,1.187853801,Diesel,2020,199908,43837
BMW,Civic,4.056630879,Hybrid,2003,119829,13439
Chevrolet,Golf,4.442631607,Hybrid,2009,189720,21745
Nissan,3 Series,3.62382505,Hybrid,2022,77433,48285
Volkswagen,Civic,3.347685657,Electric,2022,141952,20501
BMW,C-Class,4.653385016,Petrol,2020,151479,12099
Honda,Altima,2.528561097,Hybrid,2018,3752,19756
Ford,Cruze,3.248269808,Diesel,2017,37013,16589
Ford,Corolla,3.347433262,Hybrid,2018,66660,10028
Ford,Cruze,2.871101071,Petrol,2013,165763,29417
BMW,Golf,1.744473046,Electric,2017,29179,11581
Honda,Cruze,3.334904113,Petrol,2012,110262,8209
Volkswagen,A4,2.508436568,Diesel,2008,99024,8245
Tesla,Altima,3.829942528,Petrol,2005,129985,37994
Toyota,Model 3,3.001535381,Diesel,2006,53495,1335
Nissan,Cruze,4.67677067,Hybrid,2018,175846,23156
Tesla,Altima,3.133682434,Hybrid,2020,159954,16748
Nissan,A4,2.098781743,Hybrid,2009,86667,8216
Ford,Corolla,2.298933069,Petrol,2016,82767,22637
Mercedes-Benz,A4,3.907210026,Petrol,2002,72442,27041
Chevrolet,Cruze,4.03443213,Electric,2019,132309,20338
Chevrolet,A4,4.906585639,Electric,2006,155300,31743
Audi,Golf,2.469981414,Diesel,2002,106130,7572
Nissan,Corolla,3.913225877,Hybrid,2002,92080,34058
Honda,Cruze,4.17277246,Diesel,2019,165157,21423
Nissan,3 Series,2.232232403,Diesel,2020,77222,29434
Nissan,Golf,3.09544829,Electric,2007,49028,14593
Toyota,Golf,2.129647281,Electric,2016,94516,48244
Toyota,A4,1.74513492,Hybrid,2011,50439,25005
Audi,Golf,4.554184829,Hybrid,2005,42133,14464
Toyota,Corolla,3.60366677,Hybrid,2018,65501,5872
Ford,3 Series,1.757307632,Petrol,2002,130860,14356
Mercedes-Benz,Altima,4.460967193,Hybrid,2010,16877,4208
Tesla,Fiesta,3.023614241,Electric,2015,84040,47666
Mercedes-Benz,3 Series,3.761246542,Hybrid,2018,115083,19486
Nissan,Fiesta,1.615742375,Hybrid,2005,113545,33037
Tesla,Civic,1.349513969,Diesel,2013,59933,1477
Tesla,Corolla,2.864272842,Diesel,2010,111828,47668
Mercedes-Benz,3 Series,2.887194431,Diesel,2016,9768,22278
Honda,Fiesta,1.862775001,Petrol,2010,146261,4620
Chevrolet,Civic,1.840029348,Hybrid,2018,182308,33093
Mercedes-Benz,Cruze,3.468948676,Electric,2010,143036,9744
Mercedes-Benz,Fiesta,4.117156304,Diesel,2022,164470,5826
Tesla,A4,3.017537703,Electric,2012,8706,35303
Ford,Altima,4.823434893,Diesel,2018,60425,14875
BMW,A4,4.571975056,Diesel,2011,176179,5641
Toyota,C-Class,1.223562035,Diesel,2008,114884,25185
Mercedes-Benz,A4,2.419826253,Hybrid,2019,103763,23504
Ford,Fiesta,3.182717053,Hybrid,2013,28540,32362
Honda,A4,3.357717533,Petrol,2001,154142,6452
Chevrolet,3 Series,4.414010703,Electric,2002,145758,42186
Volkswagen,Golf,2.012082761,Petrol,2007,119133,15120
Nissan,A4,3.759272547,Electric,2003,111729,20447
Tesla,Fiesta,1.450011732,Petrol,2007,68335,46503
Audi,Altima,2.004644772,Hybrid,2016,3018,20224
Audi,Altima,2.527361174,Hybrid,2008,169569,40920
Mercedes-Benz,Altima,3.537730783,Petrol,2001,48251,30569
Toyota,Corolla,4.188272324,Diesel,2000,182006,4132
BMW,Altima,4.745679863,Electric,2021,17434,21438
Nissan,Altima,2.809483618,Hybrid,2006,138674,26671
BMW,C-Class,2.141620389,Electric,2000,129483,15556
BMW,A4,2.507974208,Hybrid,2010,49975,15221
Honda,3 Series,1.187467466,Hybrid,2003,133659,47886
Toyota,A4,4.781707587,Petrol,2022,54062,41831
Honda,A4,3.512820466,Hybrid,2021,91684,29343
Tesla,Corolla,4.976979526,Diesel,2003,44967,25036
BMW,Altima,1.404419289,Electric,2022,30347,5192
BMW,Cruze,1.432377048,Electric,2020,116528,34051
Toyota,Corolla,1.854124775,Hybrid,2019,159776,4336
Nissan,Corolla,1.522125787,Diesel,2003,151493,2199
Audi,3 Series,2.49877377,Electric,2002,102977,37986
Nissan,C-Class,3.474688763,Petrol,2011,15957,13761
Honda,A4,3.806860863,Electric,2008,4165,25091
Honda,A4,3.523394257,Petrol,2009,181756,27590
Nissan,Cruze,3.861264071,Petrol,2011,64173,46275
Audi,C-Class,4.891303095,Electric,2022,35469,29844
Nissan,Corolla,2.015707486,Electric,2004,100747,46066
Audi,Corolla,4.754694568,Electric,2018,172751,22740
Nissan,Civic,3.769335826,Hybrid,2010,179250,4631
Mercedes-Benz,3 Series,1.917300614,Diesel,2019,172112,1093
Toyota,Corolla,1.815597284,Electric,2018,124861,38992
Volkswagen,Altima,4.187861469,Diesel,2008,162063,45354
Ford,Fiesta,2.976840318,Diesel,2009,29153,40229
Ford,Civic,4.735935424,Hybrid,2002,74234,49712
Audi,Cruze,1.136321766,Electric,2017,53149,29066
Tesla,Golf,1.56185565,Diesel,2008,114938,42510
Toyota,Altima,3.654013815,Diesel,2001,98568,43786
BMW,Fiesta,3.221910333,Diesel,2004,49435,25523
Volkswagen,Model 3,3.527903955,Petrol,2009,79035,10221
Honda,Corolla,3.845997328,Petrol,2021,44745,20470
Audi,Golf,1.14649385,Hybrid,2020,123013,21071
Chevrolet,Cruze,2.657667057,Electric,2021,152974,43349
Mercedes-Benz,Corolla,3.505769844,Hybrid,2013,43185,21628
Tesla,Model 3,2.050841895,Petrol,2014,27892,28820
Audi,Fiesta,3.55580707,Hybrid,2017,146221,15505
Tesla,3 Series,2.184028969,Hybrid,2021,82562,19510
Chevrolet,Corolla,3.28944258,Hybrid,2016,138219,46949
Honda,Golf,2.263637721,Petrol,2008,124375,12050
Tesla,Corolla,4.365566649,Diesel,2003,69065,26297
Nissan,Fiesta,4.152987193,Hybrid,2007,98681,11495
Nissan,A4,2.733711239,Petrol,2017,195231,28206
Nissan,Cruze,3.120017065,Diesel,2016,168641,48317
Toyota,A4,2.191232054,Hybrid,2004,107079,37083
Ford,C-Class,3.694541912,Hybrid,2022,8862,39735
Audi,Cruze,3.567030042,Electric,2010,42639,28496
Tesla,Cruze,2.051943342,Petrol,2015,5515,42528
Ford,3 Series,1.046216365,Hybrid,2000,101630,47717
Mercedes-Benz,C-Class,4.692510057,Diesel,2016,29672,6703
Nissan,Cruze,4.452068641,Diesel,2005,110795,42941
Toyota,3 Series,1.184181499,Petrol,2000,89334,21235
Volkswagen,Cruze,4.034273652,Petrol,2004,62059,16614
Ford,C-Class,3.012195909,Petrol,2012,168934,43514
Ford,C-Class,2.692254158,Diesel,2003,168395,4081
Toyota,Cruze,2.779907365,Electric,2022,26602,17059
Tesla,3 Series,4.576374491,Diesel,2019,159614,30468
Nissan,A4,1.594624066,Electric,2007,30439,38432
Nissan,C-Class,1.747621764,Diesel,2007,103918,37609
Ford,Civic,2.271374934,Diesel,2014,160010,19081
Audi,Corolla,4.690314224,Diesel,2004,1710,48418
Nissan,3 Series,3.583391357,Petrol,2002,181715,19581
BMW,Golf,1.687951106,Hybrid,2005,34805,25460
Audi,Fiesta,4.679988144,Electric,2003,147256,23477
Nissan,Civic,4.43880961,Electric,2019,161346,14845
Honda,Corolla,3.446663177,Hybrid,2022,114185,9233
Honda,Civic,4.822916344,Hybrid,2005,174060,34166
Audi,Altima,1.405737034,Petrol,2000,59739,46474
Volkswagen,Corolla,3.82133852,Hybrid,2010,191194,36498
Tesla,3 Series,3.592004575,Petrol,2004,186525,27867
Mercedes-Benz,3 Series,1.725297099,Diesel,2015,37192,31376
Honda,A4,1.517262486,Electric,2016,45038,13487
Ford,Altima,4.504270177,Petrol,2020,30349,33777
Volkswagen,3 Series,3.875493322,Electric,2018,165097,16694
Nissan,Fiesta,3.909079773,Petrol,2012,69879,29302
Tesla,Altima,1.149767334,Electric,2000,103589,18738
Honda,Fiesta,2.297944181,Hybrid,2005,8537,13182
Toyota,C-Class,3.339538874,Electric,2013,97300,18999
Ford,3 Series,1.071656875,Hybrid,2005,28994,44123
Nissan,C-Class,4.369946084,Electric,2002,106996,29265
Tesla,3 Series,4.733731154,Hybrid,2016,195989,31536
Audi,Cruze,2.290787239,Petrol,2007,5530,7821
Volkswagen,Cruze,3.275724765,Petrol,2021,58003,36731
Mercedes-Benz,Altima,1.881022361,Petrol,2011,107495,27064
Mercedes-Benz,Fiesta,2.358172575,Hybrid,2014,125769,15133
BMW,Model 3,2.021276781,Diesel,2018,177868,3034
Chevrolet,Model 3,2.520085517,Hybrid,2004,103611,39594
Mercedes-Benz,Model 3,1.777931176,Diesel,2007,196916,36033
Volkswagen,Fiesta,3.113244348,Diesel,2016,133468,14526
Honda,C-Class,4.198608491,Hybrid,2011,94787,17891
Mercedes-Benz,Model 3,3.823263198,Electric,2003,165815,28355
Toyota,Golf,1.291007292,Diesel,2002,187232,49244
Mercedes-Benz,Cruze,2.90967288,Electric,2008,27812,38776
Tesla,C-Class,1.429778258,Diesel,2002,10940,2477
Nissan,Golf,1.154179918,Electric,2003,197050,6578
BMW,Cruze,4.498181826,Diesel,2014,98124,20842
Audi,Cruze,3.981325555,Petrol,2012,61338,46334
Volkswagen,Cruze,3.874279019,Diesel,2016,151426,27783
Audi,Cruze,4.779322899,Hybrid,2015,120106,11531
BMW,Cruze,1.754328709,Electric,2015,163193,8734
Chevrolet,C-Class,2.26013294,Diesel,2018,56758,22019
Tesla,Cruze,2.560433673,Electric,2013,98924,31015
Audi,Model 3,1.494114784,Hybrid,2004,151874,7634
Nissan,C-Class,2.055797981,Electric,2001,22257,11653
Volkswagen,A4,1.102199907,Diesel,2004,188275,48351
Volkswagen,Altima,3.664334541,Diesel,2006,110687,46055
Nissan,Model 3,3.899840353,Diesel,2011,40486,5528
Toyota,Model 3,1.875139362,Diesel,2005,157240,11049
Toyota,A4,1.766287453,Petrol,2016,79568,29568
BMW,Cruze,3.392576815,Diesel,2019,162054,25516
Audi,Model 3,2.796142741,Petrol,2016,145204,5703
Toyota,Golf,2.900128089,Diesel,2014,17562,47387
Nissan,Fiesta,4.82145899,Hybrid,2008,175814,25471
Tesla,A4,4.870406829,Petrol,2013,120514,22513
Tesla,C-Class,2.192537996,Petrol,2002,100263,19481
Mercedes-Benz,A4,4.566492514,Petrol,2003,60543,44507
Tesla,Altima,1.815222184,Electric,2014,22663,10679
Ford,Civic,1.394817109,Electric,2004,110561,17030
Audi,Golf,3.018045163,Diesel,2013,58767,17462
Audi,Altima,2.746164379,Electric,2012,178393,37476
Toyota,Altima,1.48589275,Hybrid,2001,115010,35455
Chevrolet,Golf,1.580711186,Diesel,2019,199806,36032
Volkswagen,A4,3.703409651,Electric,2004,164254,35067
Nissan,3 Series,1.177534125,Petrol,2010,143000,1447
Honda,A4,1.039055494,Diesel,2000,133082,11448
Tesla,Fiesta,4.97943424,Petrol,2022,161502,14698
BMW,A4,2.027608207,Diesel,2013,36157,47081
Honda,A4,3.750100027,Diesel,2018,156838,1928
BMW,Corolla,4.065304711,Diesel,2004,174922,11993
Mercedes-Benz,Fiesta,1.00182878,Hybrid,2018,170142,21730
Toyota,3 Series,4.749089524,Diesel,2008,59178,27893
Ford,Civic,3.152875172,Petrol,2003,197711,42887
Chevrolet,Model 3,2.108174161,Electric,2017,74318,10949
Ford,Fiesta,2.490695241,Hybrid,2000,45386,43689
Honda,3 Series,1.094716837,Diesel,2019,121628,4340
Honda,Golf,3.462846459,Electric,2017,175018,37253
Mercedes-Benz,Civic,4.590348338,Petrol,2011,77317,26798
BMW,Cruze,1.081889618,Hybrid,2009,178044,16517
Chevrolet,Model 3,1.696093553,Petrol,2013,66577,2663
Honda,A4,1.963008134,Electric,2015,153276,37087
BMW,C-Class,1.592677543,Electric,2017,54138,29917
Mercedes-Benz,Corolla,1.728050074,Hybrid,2003,47263,45001
Volkswagen,A4,1.687006563,Hybrid,2018,118424,40940
Honda,Fiesta,2.41428015,Petrol,2015,89792,45811
Toyota,3 Series,1.518483558,Electric,2007,21256,26133
Audi,C-Class,3.872654533,Hybrid,2016,30376,43650
Toyota,Fiesta,3.428498947,Hybrid,2021,172578,17705
Audi,Golf,3.017623336,Hybrid,2006,11559,11622
Chevrolet,Corolla,3.944604202,Electric,2007,20425,27114
Audi,Corolla,4.504691586,Diesel,2002,3041,18885
Volkswagen,Golf,1.70334766,Electric,2013,47137,7790
Toyota,Civic,1.364971969,Petrol,2014,184606,16321
BMW,Golf,1.400266552,Electric,2004,107458,30482
Honda,Altima,4.058428143,Diesel,2002,50759,28220
Ford,Fiesta,1.024658926,Electric,2014,163002,13616
Audi,C-Class,2.273004601,Electric,2004,103951,38090
Mercedes-Benz,Golf,2.810284028,Petrol,2017,195386,12598
BMW,Model 3,3.666155222,Petrol,2017,47683,34576
Tesla,Cruze,1.818753131,Petrol,2005,110078,15421
Honda,Altima,2.40947291,Diesel,2011,50897,9164
Toyota,Altima,3.216370918,Electric,2006,102786,31124
Volkswagen,Civic,3.941267224,Petrol,2017,54217,36061
Nissan,Model 3,3.604980213,Petrol,2005,49614,1130
Mercedes-Benz,Altima,4.062704056,Hybrid,2002,191115,6791
Ford,Fiesta,2.739523465,Hybrid,2001,93060,45814
Toyota,C-Class,3.772248612,Electric,2017,199771,46597
BMW,Corolla,2.234521984,Diesel,2017,42161,15868
Audi,C-Class,3.77697916,Hybrid,2005,121916,17051
Chevrolet,Civic,1.25760976,Diesel,2001,52577,21889
Mercedes-Benz,Corolla,1.913492263,Petrol,2020,95425,13277
Honda,Cruze,2.557451103,Diesel,2006,149641,17914
Nissan,Civic,1.542434323,Electric,2005,83380,9414
Volkswagen,Model 3,1.088583605,Diesel,2002,121322,23514
Mercedes-Benz,3 Series,3.006312527,Hybrid,2002,150925,49266
Toyota,Cruze,3.776547585,Hybrid,2017,14042,23910
Chevrolet,Cruze,3.837142922,Hybrid,2002,104044,17350
Ford,Altima,1.462014476,Hybrid,2022,86379,42491
Volkswagen,Model 3,2.605038953,Diesel,2007,39990,2300
Honda,A4,1.944207078,Electric,2014,44400,11186
Toyota,Model 3,3.424098199,Electric,2000,117925,44960
Tesla,Altima,2.229592166,Petrol,2012,61462,11303
Honda,Golf,4.256031426,Hybrid,2014,82998,19777
Audi,C-Class,3.880451249,Diesel,2016,10767,42569
Tesla,Model 3,4.778852499,Diesel,2022,72467,34107
Mercedes-Benz,3 Series,3.059101593,Petrol,2011,87254,17500
Ford,Cruze,1.188812075,Petrol,2014,41219,30810
Honda,Altima,4.395123662,Diesel,2013,83625,14257
Chevrolet,Model 3,2.582138707,Electric,2012,163980,33298
BMW,C-Class,2.580314239,Electric,2005,73647,18193
Honda,Fiesta,3.668558777,Electric,2005,48578,1695
Chevrolet,Corolla,3.0753305,Petrol,2021,196163,2409
Volkswagen,3 Series,3.26107946,Diesel,2007,20435,21259
Mercedes-Benz,Model 3,4.884612357,Diesel,2001,158883,36960
Mercedes-Benz,Altima,2.210694875,Electric,2011,167188,30061
Tesla,Fiesta,4.053813902,Hybrid,2000,150062,35868
Audi,Civic,1.093286896,Petrol,2019,190091,36201
Volkswagen,Altima,2.080689037,Petrol,2016,173599,32980
Volkswagen,Cruze,3.148667526,Diesel,2010,79033,46981
BMW,Altima,2.320626432,Diesel,2000,155021,16928
Chevrolet,Civic,2.745952404,Petrol,2022,67730,15929
Tesla,Corolla,2.59289084,Hybrid,2003,176056,40347
Honda,Fiesta,1.31052526,Diesel,2013,28055,35420
Audi,Altima,2.628822188,Petrol,2018,163686,42867
Volkswagen,Model 3,1.744362248,Petrol,2014,8724,16287
Tesla,Fiesta,1.256662121,Hybrid,2017,72725,48011
Honda,Civic,4.99300956,Electric,2011,135829,28982
BMW,C-Class,2.027117943,Petrol,2022,77836,45219
Chevrolet,Cruze,3.217330202,Hybrid,2000,141859,1187
Mercedes-Benz,A4,3.101858373,Diesel,2020,65232,25848
Chevrolet,Corolla,1.506784131,Hybrid,2020,105961,15845
Toyota,Corolla,2.161903119,Hybrid,2010,117535,30117
Toyota,Altima,3.663356657,Petrol,2011,164194,14277
Mercedes-Benz,Fiesta,4.362433498,Diesel,2022,74481,44140
Toyota,Fiesta,1.987444001,Petrol,2010,177416,8721
Chevrolet,Altima,3.20908468,Electric,2007,46901,32542
Audi,Civic,2.03478988,Petrol,2014,104082,42500
Chevrolet,Altima,3.313594079,Electric,2002,94072,2421
Nissan,Civic,1.918298523,Hybrid,2000,156671,16248
Audi,Altima,4.591494552,Diesel,2010,71990,7591
Toyota,A4,1.653487424,Diesel,2007,92241,45543
Tesla,Altima,1.088217249,Hybrid,2018,1243,37245
Mercedes-Benz,Model 3,3.421743479,Hybrid,2006,101436,25064
Chevrolet,Corolla,4.387651159,Hybrid,2015,105535,36032
Tesla,Golf,1.516204285,Electric,2005,97516,6071
Ford,3 Series,2.498648434,Electric,2022,179767,20980
Toyota,Fiesta,4.737711639,Petrol,2010,32016,24576
Honda,Corolla,1.281993923,Petrol,2000,124445,35149
Volkswagen,Fiesta,1.733599685,Diesel,2012,1187,18889
Honda,Altima,4.689649903,Diesel,2021,160812,4559
Ford,Civic,2.117354438,Petrol,2013,34644,34180
BMW,Model 3,3.536794795,Hybrid,2005,138993,5155
Honda,A4,3.372667245,Diesel,2011,131120,13701
Honda,Golf,4.662741543,Diesel,2017,50801,38333
Tesla,C-Class,2.846758896,Electric,2020,164261,28124
Honda,Corolla,4.079154244,Petrol,2009,100202,39550
Mercedes-Benz,3 Series,2.50004867,Electric,2014,11933,30677
Honda,Golf,1.459069118,Hybrid,2008,98326,19033
Honda,Civic,1.56360688,Electric,2003,198553,5591
Audi,3 Series,4.479618092,Petrol,2006,175874,16259
Mercedes-Benz,Civic,2.706314375,Electric,2016,158020,18498
Tesla,C-Class,3.886093842,Diesel,2017,78561,43596
Toyota,C-Class,3.75845547,Hybrid,2011,68888,40127
BMW,A4,3.639157457,Hybrid,2019,35339,3314
Audi,Altima,1.737577465,Hybrid,2013,92231,40118
Audi,Golf,3.028018155,Petrol,2003,126521,41386
Nissan,Civic,4.347233069,Petrol,2011,91501,7425
Audi,Cruze,3.820371776,Diesel,2000,169775,43227
BMW,Civic,2.644576734,Petrol,2017,148636,31297
Mercedes-Benz,Corolla,4.699842084,Electric,2007,12994,16882
Chevrolet,Model 3,3.716754368,Electric,2011,73135,9650
Audi,Model 3,2.311441481,Hybrid,2016,82056,14142
Honda,Fiesta,3.582388532,Petrol,2005,92519,17465
Volkswagen,Cruze,4.075722277,Petrol,2013,198139,36362
Nissan,3 Series,1.262113629,Petrol,2007,123197,17010
BMW,Fiesta,3.378366182,Electric,2015,199691,39083
Toyota,Corolla,3.92713484,Diesel,2009,131992,19048
Audi,C-Class,4.02409431,Electric,2006,57796,48305
Toyota,3 Series,2.598296008,Electric,2005,55075,6990
Volkswagen,Altima,1.117962807,Diesel,2015,4302,44211
Honda,Cruze,4.574969435,Diesel,2014,110562,10358
Toyota,Golf,3.106249279,Petrol,2012,76049,31114
Nissan,A4,1.582623759,Petrol,2013,84816,43526
Tesla,Corolla,1.376138006,Electric,2005,125693,30554
Mercedes-Benz,Cruze,4.294504012,Electric,2013,22743,8802
Mercedes-Benz,Model 3,1.779316235,Hybrid,2010,136198,30403
